,name,description,category,img_urls
1095,CAZADORA CORTA DENIM,Cazadora de cuello solapa y manga larga. Bolsillos de plastrón con solapa y botón en pecho. Acabados en elástico. Cierre frontal con botones joya en forma de flor.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8197/170/400/2/w/2048/8197170400_2_1_1.jpg?ts=1659434555096
1096,KIMONO ESTAMPADO CINTURÓN,Kimono abierto estampado de manga larga. Cinturón lazada en mismo tejido. Bajo acabado en aberturas. Forro interior combinado a tono.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/7930/204/330/2/w/2048/7930204330_1_1_1.jpg?ts=1660060642522
1097,CAZADORA CROP DENIM,Cazadora corta de cuello solapa y manga larga acabada en puño. Bolsillos de plastrón en pecho. Efecto lavado. Bajo con trabillas. Cierre frontal con cremallera metálica.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/4365/277/400/2/w/2048/4365277400_2_1_1.jpg?ts=1661511818060
1098,SOBRECAMISA ALGODÓN BORDADOS,Sobrecamisa de cuello solapa y manga larga. Detalle de bordados combinados a contraste. Bolsillos delanteros de vivo. Bajo asimétrico. Cierre frontal con botones metálicos a presión.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/7521/225/800/2/w/2048/7521225800_2_5_1.jpg?ts=1660900616515
1099,SOBRECAMISA ESTRUCTURA BOLSILLOS PLASTRÓN,Sobrecamisa de cuello solapa y manga larga. Bolsillos delanteros de plastrón. Cierre frontal con botones.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8678/169/088/2/w/2048/8678169088_2_4_1.jpg?ts=1661871665977
1100,SOBRECAMISA EFECTO ANTE CINTURÓN,Sobrecamisa de cuello solapa y manga larga. Bolsillos delanteros de plastrón con solapa. Detalle de cinturón del mismo tejido. Cierre frontal con botones a presión forrados a tono.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/4968/222/712/2/w/2048/4968222712_2_1_1.jpg?ts=1661871655202
1101,CHAQUETA EFECTO ANTE,Chaqueta de cuello solapa y manga larga con trabillas. Bolsillos delanteros de vivo. Detalle de cinturón. Bajo con abertura en espalda. Cierre frontal cruzado con botones.,GABARDINA IMPERMEA,https://static.zara.net/photos///2022/I/0/1/p/4968/223/710/2/w/2048/4968223710_2_3_1.jpg?ts=1661871653677
1102,CHAQUETA CROPPED ESTRUCTURA,Chaqueta de cuello solapa y manga larga. Bolsillos delanteros de plastrón con solapa. Cierre frontal con botones dorados con relieve.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/7484/220/611/12/w/2048/7484220611_2_1_1.jpg?ts=1662111737947
1103,CAZADORA DENIM ACOLCHADA CINTURÓN,Cazadora de cuello solapa y manga larga. Bolsillos delanteros de plastrón. Cierre frontal con botones dorados y cinturón a tono.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/1889/154/712/2/w/2048/1889154712_2_1_1.jpg?ts=1661340422990
1104,CAZADORA CORTA BOTONES METÁLICOS,Cazadora de cuello solapa y manga larga. Bolsillos delanteros de plastrón con solapa. Cierre frontal con botones metálicos a presión.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/3046/770/800/2/w/2048/3046770800_1_1_1.jpg?ts=1662108464441
1105,CHAQUETA EFECTO ANTE CINTURÓN,Chaqueta de cuello solapa y manga larga. Bolsillos delanteros de plastrón. Cierre con cinturón del mismo tejido.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/3046/120/406/2/w/2048/3046120406_1_1_1.jpg?ts=1662630313868
1106,SOBRECAMISA ALGODÓN,Sobrecamisa de cuello solapa y manga larga acabada en puño. Bolsillo de plastrón con solapa en pecho. Cierre frontal con botones.,SOBRECAMISA,https://static.zara.net/photos///2022/I/0/1/p/2674/806/514/2/w/2048/2674806514_1_1_1.jpg?ts=1660116229306
1107,SOBRECAMISA ALGODÓN BORDADOS,Sobrecamisa de cuello solapa y manga larga acabada en puño. Bolsillos de plastrón en delantero. Detalle de bordados combinados a contraste. Cierre frontal con botones metálicos.,SOBRECAMISA,https://static.zara.net/photos///2022/I/0/1/p/0881/806/712/2/w/2048/0881806712_2_1_1.jpg?ts=1660208530408
1108,CAZADORA DENIM CROPPED,Cazadora de cuello solapa con manga larga acabada en puño. Bolsillos delanteros de plastrón con solapa. Efecto lavado. Bajo acabado sin costura. Cierre frontal con botones metálicos.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8197/272/441/2/w/4176/8197272441_9_1_1.jpg?ts=1657644719986
1109,SOBRECAMISA ACOLCHADA ESTAMPADA,Sobrecamisa de cuello solapa y manga larga. Bolsillos de plastrón en delantero. Cierre frontal con botones.,SOBRECAMISA,https://static.zara.net/photos///2022/I/0/1/p/7521/702/069/2/w/4176/7521702069_9_1_1.jpg?ts=1661364076680
1110,SOBRECAMISA PANA CORTA UN BOLSILLO,Sobrecamisa de cuello solapa y manga larga. Bolsillo delantero de plastrón. Bajo con acabado desflecado. Cierre frontal con botones.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8372/224/712/2/w/2048/8372224712_2_1_1.jpg?ts=1661264727673
1111,SOBRECAMISA ESTRUCTURA LENTEJUELA,Sobrecamisa de cuello solapa y manga larga acabada en puño. Bolsillos de vivo en delantero. Detalle de aplicación lentejuelas e hilo metalizado. Cierre frontal con botones metálicos.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8454/123/046/2/w/2048/8454123046_2_1_1.jpg?ts=1662104991075
1112,CAMISA CUADROS STRASS,Camisa de cuello solapa y manga larga acabada en puño. Bolsillos de plastrón en delantero. Cierre frontal con botones joya.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/2182/230/064/2/w/2048/2182230064_2_1_1.jpg?ts=1662108472684
1113,SOBRECAMISA ESTRUCTURA,Sobrecamisa de cuello solapa y manga larga acabada en puño. Bolsillos de plastrón en delantero. Cierre frontal con botones metálicos.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8495/150/630/2/w/2048/8495150630_1_1_1.jpg?ts=1662448209789
1114,SOBRECAMISA PANA BAJO DESFLECADO,Sobrecamisa de cuello solapa y manga larga. Bolsillos delanteros. Bajo con acabado desflecado. Cierre frontal con botones metálicos.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8372/288/704/2/w/2048/8372288704_2_1_1.jpg?ts=1661349768092
1115,CAZADORA DENIM BOLSILLOS PLASTRÓN,Cazadora de cuello solapa y manga larga. Bolsillos delanteros de plastrón. Cierre frontal con botones dorados.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8527/162/711/2/w/2048/8527162711_2_1_1.jpg?ts=1661349776131
1116,SOBRECAMISA OVERSIZE SATINADA,Sobrecamisa oversize de cuello solapa y manga larga con hombro caído acabada en puño. Bolsillo de plastrón en pecho. Cierre frontal con botones a presión.,SOBRECAMISA,https://static.zara.net/photos///2022/I/0/1/p/5427/800/800/2/w/2048/5427800800_2_1_1.jpg?ts=1660288537941
1117,BLAZER ENTALLADA ESTRUCTURA,Blazer de cuello solapa y manga larga. Detalle de falsos bolsillos de vivo delanteros. Cierre frontal con botones dorados con relieve.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/7721/369/069/2/w/2048/7721369069_6_1_1.jpg?ts=1655120861667
1118,CHAQUETA ESTRUCTURA BOTÓN DORADO,Chaqueta de cuello solapa y manga larga. Bolsillos delanteros de plastrón. Cierre frontal con botones dorados.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/3556/166/069/2/w/2048/3556166069_6_1_1.jpg?ts=1655120850033
1119,CAZADORA ACOLCHADA CINTURÓN,Cazadora de cuello solapa y manga larga. Bolsillos delanteros de vivo. Cierre frontal con botones y cinturón a tono.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8073/231/800/2/w/2048/8073231800_2_1_1.jpg?ts=1663325774080
1120,CAZADORA CORTA DOBLE FAZ CINTURÓN,Cazadora confeccionada en tejido con el interior acabado en borreguillo. Cuello solapa con trabillas y manga larga. Bolsillos delanteros con cierre de cremallera. Bajo acabado con cinturón. Cierre frontal con cremallera metálica.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8073/265/700/2/w/2048/8073265700_2_4_1.jpg?ts=1663318190077
1121,CAZADORA DENIM CROP STRAIGHT,Cazadora de cuello solapa y manga larga acabada en puño. Bolsillos de plastrón en delantero. Detalle de abertura en bajo. Cierre frontal con botones metálicos.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8197/282/400/2/w/2048/8197282400_2_1_1.jpg?ts=1663329338798
1122,SOBRECAMISA CINTURÓN BOTONES DORADOS,Sobrecamisa de cuello solapa y manga larga. Bolsillos delanteros de plastrón con solapa. Cierre frontal con botones dorados y cinturón a tono.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8372/268/710/2/w/2048/8372268710_2_1_1.jpg?ts=1663335532762
1123,CHAQUETA SOFT,Chaqueta de cuello solapa y manga larga acabada en vuelta. Bolsillos delanteros con solapa. Cierre frontal con botón.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/8073/262/722/2/w/2048/8073262722_2_1_1.jpg?ts=1661518985829
1124,CAZADORA BOLSILLOS PLASTRÓN CINTURÓN,"Cazadora de cuello solapa y manga larga con trabilla y botón. Bolsillos delanteros de plastrón con solapa. Cierre frontal con cremallera oculta, botones metálicos a presión y cinturón a tono.",CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/7484/230/505/2/w/2048/7484230505_2_1_1.jpg?ts=1660303503934
1125,BLAZER BOTÓN DORADO,Blazer de cuello solapa y manga larga con hombros marcados. Falsos bolsillos delanteros con solapa. Cierre frontal con botones dorados.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8401/524/250/2/w/2048/8401524250_2_2_1.jpg?ts=1657705198162
1126,CHAQUETA CROPPED CUADRO VICHY,Chaqueta de cuello solapa y manga larga acabada en puño. Falsos bolsillos con solapa en pecho. Bajo acabado deshilachado. Cierre frontal con botones a presión.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/2010/818/120/2/w/2048/2010818120_1_1_1.jpg?ts=1652884585381
1127,BLAZER LARGA PATA DE GALLO,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/7901/231/330/2/w/2048/7901231330_2_1_1.jpg?ts=1666683722044
1128,BLAZER OVERSIZE BOLSILLOS,Blazer confeccionada con tejido en mezcla de viscosa. Cuello solapa y manga larga. Bolsillos con solapa en delantero y de vivo en pecho. Forro interior combinado a tono. Cierre frontal con botón.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/2761/250/800/2/w/2049/2761250800_15_1_1.jpg?ts=1662728498474
1129,BLAZER CRUZADA PATA DE GALLO,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones con relieve.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8326/112/070/12/w/2048/8326112070_2_3_1.jpg?ts=1666021134323
1130,BLAZER CRUZADA EFECTO PIEL,Blazer de cuello solapa y manga larga. Bolsillos delanteros con solapa. Bajo con abertura en espalda. Cierre frontal cruzado con botones forrados a tono.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/3046/173/800/12/w/2048/3046173800_2_1_1.jpg?ts=1666021152515
1131,BLAZER FLUIDA,Blazer de cuello solapa con manga larga. Bolsillos con solapa en delantero. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/1255/709/800/16/w/4176/1255709800_9_1_1.jpg?ts=1662145900959
1132,BLAZER RECTA OVERSIZE,Blazer amplia de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal con botón.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/1608/336/802/2/w/2048/1608336802_2_10_1.jpg?ts=1661358652666
1133,BLAZER TERCIOPELO,Blazer de cuello smoking. Manga larga con hombreras. Bolsillos con solapa en delantero y de vivo en pecho. Forro interior combinado a tono. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/7969/947/800/2/w/2048/7969947800_2_1_1.jpg?ts=1663689988057
1134,BLAZER CON LANA CUADROS,Blazer confeccionada con tejido en mezcla de lana. Cuello solapa y manga larga con hombreras. Bolsillos con solapa en delantero y de vivo en pecho. Forro interior combinado a contraste. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/2753/242/707/2/w/2048/2753242707_1_1_1.jpg?ts=1663844087105
1135,BLAZER ESPIGA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos con solapa en delantero y de vivo en pecho. Forro interior combinado a contraste. Bajo con abertura en espalda. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/2761/247/807/2/w/2048/2761247807_2_2_1.jpg?ts=1663750556706
1136,BLAZER CUELLO SMOKING,Blazer de cuello smoking y manga larga. Bolsillos con solapa en delantero y de vivo en pecho. Forro interior combinado a tono. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/2761/240/800/2/w/2048/2761240800_2_1_1.jpg?ts=1660060633217
1137,BLAZER FLUIDA LARGA,Blazer de cuello solapa y escote pico cruzado. Manga larga con hombreras. Bolsillos con solapa en delantero y de vivo en pecho. Bajo con abertura en espalda. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/4432/773/404/2/w/2048/4432773404_2_1_1.jpg?ts=1663327776559
1138,BLAZER CRUZADA ESTRUCTURA,Blazer de cuello solapa y manga larga con hombros marcados. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/7553/460/712/2/w/2048/7553460712_2_4_1.jpg?ts=1660905230152
1139,BLAZER CORTA ESTRUCTURA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal con botones metálicos.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8990/178/018/2/w/2048/8990178018_2_5_1.jpg?ts=1663937923531
1140,BLAZER CROPPED BOTONES METÁLICOS,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal con botones metálicos.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8984/888/420/2/w/2048/8984888420_2_3_1.jpg?ts=1663937556296
1141,BLAZER FLUIDA JACQUARD,Blazer de cuello solapa y manga larga. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones forrados a tono.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/1971/340/630/2/w/2048/1971340630_2_1_1.jpg?ts=1661847027150
1142,BLAZER CRUZADA PATA DE GALLO,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones dorados con relieve.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/7102/423/330/2/w/2048/7102423330_2_4_1.jpg?ts=1663925764125
1143,BLAZER OVERSIZE CUADROS,Blazer amplia de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8750/223/330/2/w/2048/8750223330_1_1_1.jpg?ts=1666945912641
1144,BLAZER OVERSIZE ESTRUCTURA,Blazer amplia de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/7901/220/711/2/w/2048/7901220711_2_1_1.jpg?ts=1667383473750
1145,BLAZER LARGA ESTRUCTURA,Blazer entallada de cuello solapa y manga larga con hombreras. Bolsillos delanteros de vivo. Cierre frontal con botón dorado.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8139/457/500/2/w/2048/8139457500_2_3_1.jpg?ts=1666953367531
1146,BLAZER CRUZADA ESTRUCTURA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones dorados con relieve.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/3046/269/800/2/w/2048/3046269800_2_3_1.jpg?ts=1666257457027
1147,BLAZER CRUZADA ESTRUCTURA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones dorados.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8741/269/401/2/w/2048/8741269401_1_1_1.jpg?ts=1666257446063
1148,BLAZER CORTA ESTRUCTURA,Blazer de cuello solapa y manga larga con hombreras. Cierre frontal con botón con relieve.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/9271/111/070/2/w/2048/9271111070_1_1_1.jpg?ts=1666257456857
1149,BLAZER LARGA ESTRUCTURA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros de vivo. Cierre frontal con botón metálico con relieve.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8139/116/093/2/w/2048/8139116093_1_1_1.jpg?ts=1666257437334
1150,BLAZER CRUZADA ESTRUCTURA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8326/114/069/2/w/4176/8326114069_9_1_1.jpg?ts=1666089737163
1151,BLAZER CRUZADA RAYA DIPLOMÁTICA,Blazer confeccionada con tejido en mezcla de viscosa. Cuello solapa y manga larga. Bolsillos con solapa en delantero. Forro interior combinado a tono. Cierre frontal cruzado con botones metálicos en relieve.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8151/424/401/2/w/2048/8151424401_2_2_1.jpg?ts=1664177297269
1152,BLAZER ABIERTA BOTONES,Blazer abierta confeccionada con tejido en mezcla de viscosa. Cuello solapa y manga larga. Bolsillos con solapa en delantero. Forro interior combinado a tono.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8125/420/800/2/w/2048/8125420800_2_7_1.jpg?ts=1660754431202
1153,BLAZER ENTALLADA COSTURAS MARCADAS,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Detalle de costuras marcadas. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8705/636/704/2/w/2048/8705636704_1_1_1.jpg?ts=1663840655722
1154,BLAZER ENTALLADA CRUZADA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8717/940/610/3/w/2048/8717940610_1_1_1.jpg?ts=1663929063318
1155,BLAZER CRUZADA CUADROS,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8750/331/085/3/w/2048/8750331085_2_1_1.jpg?ts=1663759506632
1156,BLAZER OVERSIZE BOLSILLOS,Blazer amplia confeccionada con tejido en mezcla de viscosa. Cuello solapa y manga larga. Bolsillos con solapa en delantero y falso bolsillo de vivo en pecho. Forro interior combinado a tono. Cierre frontal con botón.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/2761/248/737/2/w/2048/2761248737_2_1_1.jpg?ts=1662023021464
1157,BLAZER OVERSIZE BOLSILLOS,Blazer amplia confeccionada con tejido en mezcla de viscosa. Cuello solapa y manga larga. Bolsillos con solapa en delantero y de vivo en pecho. Forro interior combinado a contraste. Cierre frontal con botón.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/2761/245/601/2/w/2048/2761245601_15_10_1.jpg?ts=1661500906042
1158,BLAZER CRUZADA OVERSIZE PATA DE GALLO,Blazer amplia de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8750/112/070/2/w/2048/8750112070_2_3_1.jpg?ts=1667387956010
1159,BLAZER CRUZADA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/7102/333/802/2/w/1855/7102333802_1_1_1.jpg?ts=1667552425442
1160,BLAZER CRUZADA ENTALLADA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8073/299/803/2/w/2048/8073299803_1_1_1.jpg?ts=1667387918004
1161,BLAZER ESTRUCTURA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos con solapa en delantero y de vivo en pecho. Forro interior combinado a contraste. Bajo con abertura en espalda. Cierre frontal con botones metálicos.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/2761/246/802/2/w/2048/2761246802_2_1_1.jpg?ts=1663750559527
1162,CHAQUETA ESTRUCTURA BOTONES,Chaqueta abierta con manga larga. Falsos bolsillos con solapa en delantero. Detalle de pasamanería combinada a tono y botones metálicos en relieve. Forro interior.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/4786/045/800/3/w/2048/4786045800_2_3_1.jpg?ts=1663752112544
1163,BLAZER CRUZADA BOTÓN FORRADO,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones forrados a tono.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8308/586/803/2/w/2048/8308586803_2_1_1.jpg?ts=1663770198129
1164,CUERPO BRILLOS,Cuerpo de cuello solapa y escote pico. Manga larga con hombreras. Bajo con detalle de flecos con aplicación brillo. Cierre frontal con ganchos metálicos.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/8657/707/800/2/w/2048/8657707800_2_2_1.jpg?ts=1663774169001
1165,BLAZER CROPPED ESTRUCTURA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros. Detalle de acabados desflecados. Cierre frontal cruzado con botones dorados.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8879/184/093/2/w/2048/8879184093_2_1_1.jpg?ts=1664449875886
1166,BLAZER ENTALLADA ESCOTE CORAZÓN,Blazer de escote corazón y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8711/940/800/2/w/2048/8711940800_2_1_1.jpg?ts=1664449369702
1167,BLAZER ESTRUCTURA,Blazer de cuello redondo y manga larga con hombreras. Detalle de falsos botones delanteros dorados. Bolsillos delanteros de vivo. Cierre frontal con ganchos dorados.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8706/187/712/2/w/2048/8706187712_2_1_1.jpg?ts=1664463527156
1168,CHALECO CRUZADO LAZADAS,Chaleco de escote pico cruzado y manga sisa. Falso bolsillo de vivo en pecho. Cierre frontal con lazadas combinadas a tono.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/7590/878/800/2/w/2048/7590878800_2_1_1.jpg?ts=1652190844753
1169,BLAZER LANA LIMITED EDITION,INTO THE CLASSICS COLLECTION,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8428/776/801/2/w/2400/8428776801_2_3_1.jpg?ts=1666681051029
1170,BLAZER RAYA DIPLOMÁTICA LIMITED EDITION,INTO THE CLASSICS COLLECTION,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8431/814/800/2/w/2400/8431814800_1_1_1.jpg?ts=1666680995449
1171,BLAZER RAYA DIPLOMÁTICA LIMITED EDITION,INTO THE CLASSICS COLLECTION,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8503/822/401/2/w/2400/8503822401_2_3_1.jpg?ts=1666681069457
1172,BLAZER CON LANA LIMITED EDITION,INTO THE CLASSICS COLLECTION,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8504/528/401/2/w/2400/8504528401_1_1_1.jpg?ts=1666681040576
1173,BLAZER CON LANA LIMITED EDITION,INTO THE CLASSICS COLLECTION,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8416/818/505/2/w/2400/8416818505_2_1_1.jpg?ts=1666680994531
1174,VESTIDO BLAZER BRILLOS,Vestido corto tipo blazer de escote pico con solapa y manga larga. Detalle de solapas delanteras y aplicación de brillos. Cintura elástica en espalda.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/9878/193/800/2/w/2048/9878193800_2_1_1.jpg?ts=1667383470865
1175,VESTIDO BLAZER HEBILLAS LATERALES,Vestido tipo blazer de escote pico con solapas. Manga larga con hombreras y acabada con aberturas. Detalle de hebillas plateadas delanteras. Cierre en espalda con cremallera oculta en costura.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/8585/688/800/12/w/2048/8585688800_2_1_1.jpg?ts=1667384823776
1176,BAZER RECTA BOLSILLOS,Blazer recta confeccionada con tejido en mezcla de viscosa. Cuello solapa y manga larga. Bolsillos con solapa en delantero y de vivo en pecho. Forro interior combinado a tono. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8490/460/630/2/w/2048/8490460630_2_1_1.jpg?ts=1661362491815
1177,BLAZER ENTALLADA BOLSILLOS,Blazer entallada confeccionada con tejido en mezcla de viscosa. Cuello solapa y manga larga. Bolsillos con solapa en delantero. Forro interior combinado a tono. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8459/707/600/2/w/2048/8459707600_2_1_1.jpg?ts=1661362492025
1178,BLAZER CUELLO SMOKING,Blazer de cuello smoking y manga larga. Bolsillos con solapa en delantero y de vivo en pecho. Forro interior combinado a tono. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/7995/187/500/3/w/2048/7995187500_2_1_1.jpg?ts=1661363325163
1179,BLAZER LARGA BOTÓN,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros de vivo. Cierre frontal con botón.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8139/676/800/2/w/2048/8139676800_2_1_1.jpg?ts=1662561787005
1180,BLAZER ESTRUCTURA PATA DE GALLO,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/7553/114/080/2/w/2048/7553114080_2_1_1.jpg?ts=1663322433226
1181,VESTIDO BLAZER BOTONES PERLA,Vestido corto tipo blazer de escote pico con solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal con botones perla.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/8863/261/800/2/w/2048/8863261800_2_4_1.jpg?ts=1663322434691
1182,BLAZER ENTALLADA RAYA DIPLOMÁTICA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Bajo con abertura en espalda. Cierre frontal con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8712/612/401/2/w/2048/8712612401_2_1_1.jpg?ts=1664963976413
1183,BLAZER CRUZADA TIRA INTERNA,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8889/618/401/17/w/2048/8889618401_1_1_1.jpg?ts=1664963980778
1184,BLAZER ENTALLADA ENCAJE,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros de solapa. Cierre frontal con botones forrados a tono.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8483/579/630/2/w/2048/8483579630_2_1_1.jpg?ts=1660913783537
1185,BLAZER CRUZADA ESTRUCTURA CUADROS,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/8334/110/093/2/w/2048/8334110093_1_1_1.jpg?ts=1666086241723
